person_id;item_id;booklet_id;response;geslacht
p137;i23;2;0;1
p140;i23;2;0;2
p143;i23;2;0;2
p146;i23;2;1;1
p149;i23;2;0;1
p152;i23;2;0;2
p155;i23;2;0;2
p158;i23;2;1;1
p161;i23;2;0;1
p164;i23;2;1;2
p167;i23;2;1;1
p170;i23;2;1;2
p173;i23;2;1;2
p176;i23;2;0;2
p179;i23;2;0;2
p182;i23;2;1;2
p185;i23;2;1;1
p188;i23;2;0;1
p191;i23;2;0;2
p194;i23;2;0;1
p197;i23;2;0;1
p200;i23;2;0;2
p203;i23;2;0;2
p206;i23;2;1;2
p209;i23;2;0;1
p212;i23;2;0;1
p215;i23;2;0;2
p218;i23;2;0;1
p221;i23;2;0;2
p224;i23;2;1;2
p227;i23;2;1;2
p230;i23;2;0;1
p233;i23;2;0;1
p236;i23;2;1;1
p239;i23;2;0;1
p242;i23;2;0;1
p245;i23;2;1;1
p248;i23;2;0;1
p251;i23;2;1;1
p254;i23;2;1;2
p257;i23;2;1;1
p260;i23;2;0;2
p263;i23;2;1;2
p266;i23;2;0;2
p269;i23;2;0;2
p272;i23;2;1;2
p275;i23;2;1;2
p278;i23;2;1;1
p281;i23;2;0;1
p284;i23;2;1;1
p287;i23;2;1;1
p290;i23;2;1;1
p293;i23;2;1;1
p296;i23;2;0;1
p299;i23;2;0;2
p302;i23;2;1;2
p305;i23;2;1;1
p308;i23;2;0;1
p311;i23;2;1;1
p314;i23;2;0;2
p317;i23;2;0;2
p320;i23;2;1;1
p323;i23;2;0;2
p326;i23;2;0;1
p329;i23;2;1;2
p332;i23;2;0;1
p335;i23;2;1;1
p338;i23;2;1;1
p341;i23;2;1;1
p344;i23;2;0;2
p347;i23;2;1;2
p350;i23;2;0;2
p353;i23;2;1;2
p356;i23;2;0;1
p359;i23;2;1;2
p362;i23;2;0;2
p365;i23;2;1;2
p368;i23;2;1;2
p371;i23;2;0;2
p374;i23;2;0;2
p377;i23;2;0;2
p380;i23;2;0;1
p383;i23;2;0;2
p386;i23;2;0;1
p389;i23;2;1;2
p392;i23;2;0;2
p395;i23;2;1;2
p398;i23;2;0;1
p401;i23;2;0;1
p404;i23;2;0;2
p407;i23;2;0;1
p410;i23;2;0;1
p413;i23;2;1;1
p416;i23;2;1;2
p419;i23;2;1;1
p422;i23;2;0;2
p425;i23;2;0;1
p428;i23;2;1;1
p431;i23;2;0;2
p434;i23;2;0;1
p437;i23;2;0;2
p440;i23;2;0;2
p443;i23;2;1;2
p446;i23;2;0;2
p449;i23;2;1;2
p452;i23;2;1;1
p455;i23;2;1;1
p458;i23;2;0;1
p461;i23;2;1;2
p464;i23;2;0;2
p467;i23;2;0;1
p470;i23;2;1;2
p473;i23;2;1;1
p476;i23;2;0;1
p479;i23;2;1;1
p482;i23;2;0;1
p485;i23;2;1;1
p488;i23;2;0;1
p491;i23;2;0;1
p494;i23;2;0;1
p497;i23;2;1;2
p500;i23;2;1;1
p503;i23;2;1;1
p506;i23;2;1;2
p509;i23;2;0;2
p512;i23;2;1;1
p515;i23;2;0;2
p518;i23;2;0;1
p521;i23;2;1;1
p524;i23;2;1;2
p527;i23;2;0;1
p530;i23;2;0;1
p533;i23;2;0;1
p536;i23;2;0;1
p539;i23;2;1;2
p542;i23;2;1;2
p545;i23;2;0;2
p548;i23;2;1;2
p551;i23;2;0;2
p554;i23;2;0;1
p557;i23;2;1;1
p560;i23;2;0;2
p563;i23;2;1;1
p566;i23;2;0;2
p569;i23;2;1;2
p572;i23;2;0;1
p575;i23;2;1;2
p578;i23;2;0;1
p581;i23;2;0;1
p584;i23;2;0;1
p587;i23;2;0;1
p590;i23;2;0;1
p593;i23;2;1;1
p596;i23;2;1;1
p599;i23;2;1;1
p602;i23;2;1;2
p605;i23;2;1;2
p608;i23;2;0;1
p611;i23;2;0;1
p614;i23;2;1;2
p617;i23;2;1;1
p620;i23;2;1;2
p623;i23;2;0;1
p626;i23;2;1;2
p629;i23;2;0;2
p632;i23;2;1;1
p635;i23;2;0;1
p638;i23;2;0;1
p641;i23;2;1;1
p644;i23;2;1;2
p647;i23;2;1;2
p650;i23;2;0;2
p653;i23;2;1;1
p656;i23;2;0;2
p659;i23;2;1;1
p662;i23;2;0;1
p665;i23;2;0;1
p668;i23;2;0;1
p671;i23;2;0;1
p674;i23;2;1;2
p677;i23;2;1;1
p680;i23;2;1;1
p683;i23;2;0;2
p686;i23;2;0;1
p689;i23;2;0;2
p692;i23;2;0;2
p695;i23;2;1;1
p698;i23;2;1;2
p701;i23;2;0;1
p704;i23;2;0;2
p707;i23;2;0;2
p710;i23;2;0;2
p713;i23;2;1;2
p716;i23;2;1;1
p719;i23;2;1;1
p722;i23;2;0;1
p725;i23;2;1;2
p728;i23;2;0;1
p731;i23;2;0;2
p734;i23;2;1;2
p737;i23;2;0;2
p740;i23;2;0;2
p743;i23;2;0;2
p746;i23;2;1;1
p749;i23;2;0;2
p752;i23;2;0;2
p755;i23;2;0;2
p758;i23;2;0;2
p761;i23;2;1;2
p764;i23;2;0;2
p767;i23;2;0;1
p770;i23;2;1;1
p773;i23;2;1;1
p776;i23;2;0;2
p779;i23;2;0;2
p782;i23;2;1;2
p785;i23;2;1;1
p788;i23;2;0;1
p791;i23;2;1;2
p794;i23;2;0;1
p797;i23;2;1;1
p800;i23;2;0;1
p803;i23;2;1;1
p806;i23;2;1;1
p809;i23;2;0;2
p812;i23;2;0;2
p815;i23;2;1;1
p818;i23;2;0;2
p821;i23;2;0;2
p824;i23;2;0;2
p827;i23;2;0;2
p830;i23;2;1;2
p833;i23;2;1;1
p836;i23;2;0;2
p839;i23;2;1;2
p842;i23;2;0;2
p845;i23;2;0;2
p848;i23;2;0;2
p851;i23;2;0;2
p854;i23;2;0;1
p857;i23;2;1;2
p860;i23;2;1;2
p863;i23;2;1;2
p866;i23;2;1;2
p869;i23;2;1;2
p872;i23;2;1;1
p875;i23;2;0;1
p878;i23;2;0;1
p881;i23;2;0;1
p884;i23;2;0;2
p887;i23;2;0;2
p890;i23;2;1;2
p893;i23;2;0;2
p896;i23;2;0;1
p899;i23;2;0;1
p902;i23;2;0;1
p905;i23;2;1;1
p908;i23;2;1;1
p911;i23;2;0;2
p914;i23;2;0;2
p917;i23;2;0;1
p920;i23;2;0;1
p923;i23;2;1;2
p926;i23;2;0;2
p929;i23;2;0;1
p932;i23;2;1;1
p935;i23;2;1;1
p938;i23;2;0;1
p941;i23;2;1;2
p944;i23;2;1;2
p947;i23;2;0;1
p950;i23;2;1;1
p953;i23;2;1;2
p956;i23;2;1;1
p959;i23;2;0;2
p962;i23;2;0;2
p965;i23;2;1;2
p968;i23;2;0;2
p971;i23;2;1;2
p974;i23;2;1;1
p977;i23;2;0;2
p980;i23;2;0;1
p983;i23;2;1;2
p986;i23;2;1;1
p989;i23;2;0;1
p992;i23;2;1;2
p995;i23;2;1;1
p998;i23;2;0;1
p2;i24;2;0;2
p5;i24;2;1;2
p8;i24;2;1;2
p11;i24;2;0;2
p14;i24;2;0;1
p17;i24;2;0;1
p20;i24;2;0;2
p23;i24;2;0;2
p26;i24;2;1;1
p29;i24;2;1;1
p32;i24;2;0;2
p35;i24;2;0;2
p38;i24;2;1;1
p41;i24;2;1;2
p44;i24;2;1;2
p47;i24;2;1;1
p50;i24;2;0;1
p53;i24;2;1;2
p56;i24;2;1;2
p59;i24;2;1;2
p62;i24;2;1;2
p65;i24;2;0;1
p68;i24;2;0;2
p71;i24;2;0;1
p74;i24;2;1;2
p77;i24;2;1;2
p80;i24;2;0;2
p83;i24;2;0;1
p86;i24;2;0;2
p89;i24;2;0;2
p92;i24;2;0;1
p95;i24;2;1;2
p98;i24;2;1;2
p101;i24;2;1;1
p104;i24;2;1;1
p107;i24;2;0;1
p110;i24;2;1;1
p113;i24;2;1;1
p116;i24;2;1;2
p119;i24;2;1;2
p122;i24;2;1;1
p125;i24;2;0;2
p128;i24;2;0;2
p131;i24;2;1;1
p134;i24;2;1;1
p137;i24;2;0;1
p140;i24;2;0;2
p143;i24;2;0;2
p146;i24;2;1;1
p149;i24;2;1;1
p152;i24;2;1;2
p155;i24;2;0;2
p158;i24;2;0;1
p161;i24;2;0;1
p164;i24;2;0;2
p167;i24;2;0;1
p170;i24;2;0;2
p173;i24;2;1;2
p176;i24;2;1;2
p179;i24;2;1;2
p182;i24;2;1;2
p185;i24;2;1;1
p188;i24;2;0;1
p191;i24;2;0;2
p194;i24;2;0;1
p197;i24;2;0;1
p200;i24;2;0;2
p203;i24;2;0;2
p206;i24;2;1;2
p209;i24;2;1;1
p212;i24;2;0;1
p215;i24;2;1;2
p218;i24;2;0;1
p221;i24;2;0;2
p224;i24;2;1;2
p227;i24;2;1;2
p230;i24;2;1;1
p233;i24;2;0;1
p236;i24;2;1;1
p239;i24;2;1;1
p242;i24;2;1;1
p245;i24;2;0;1
p248;i24;2;1;1
p251;i24;2;1;1
p254;i24;2;0;2
p257;i24;2;1;1
p260;i24;2;0;2
p263;i24;2;1;2
p266;i24;2;0;2
p269;i24;2;0;2
p272;i24;2;1;2
p275;i24;2;1;2
p278;i24;2;0;1
p281;i24;2;1;1
p284;i24;2;0;1
p287;i24;2;0;1
p290;i24;2;1;1
p293;i24;2;0;1
p296;i24;2;0;1
p299;i24;2;1;2
p302;i24;2;1;2
p305;i24;2;1;1
p308;i24;2;0;1
p311;i24;2;1;1
p314;i24;2;0;2
p317;i24;2;1;2
p320;i24;2;0;1
p323;i24;2;1;2
p326;i24;2;1;1
p329;i24;2;0;2
p332;i24;2;0;1
p335;i24;2;0;1
p338;i24;2;1;1
p341;i24;2;0;1
p344;i24;2;1;2
p347;i24;2;1;2
p350;i24;2;0;2
p353;i24;2;1;2
p356;i24;2;0;1
p359;i24;2;0;2
p362;i24;2;0;2
p365;i24;2;0;2
p368;i24;2;1;2
p371;i24;2;0;2
p374;i24;2;0;2
p377;i24;2;0;2
p380;i24;2;1;1
p383;i24;2;1;2
p386;i24;2;1;1
p389;i24;2;0;2
p392;i24;2;0;2
p395;i24;2;1;2
p398;i24;2;0;1
p401;i24;2;0;1
p404;i24;2;0;2
p407;i24;2;1;1
p410;i24;2;0;1
p413;i24;2;1;1
p416;i24;2;1;2
p419;i24;2;1;1
p422;i24;2;0;2
p425;i24;2;1;1
p428;i24;2;0;1
p431;i24;2;1;2
p434;i24;2;0;1
p437;i24;2;0;2
p440;i24;2;1;2
p443;i24;2;1;2
p446;i24;2;0;2
p449;i24;2;1;2
p452;i24;2;1;1
p455;i24;2;1;1
p458;i24;2;0;1
p461;i24;2;0;2
p464;i24;2;1;2
p467;i24;2;0;1
p470;i24;2;1;2
p473;i24;2;0;1
p476;i24;2;0;1
p479;i24;2;0;1
p482;i24;2;1;1
p485;i24;2;1;1
p488;i24;2;0;1
p491;i24;2;1;1
p494;i24;2;1;1
p497;i24;2;1;2
p500;i24;2;1;1
p503;i24;2;0;1
p506;i24;2;0;2
p509;i24;2;1;2
p512;i24;2;1;1
p515;i24;2;0;2
p518;i24;2;0;1
p521;i24;2;1;1
p524;i24;2;0;2
p527;i24;2;1;1
p530;i24;2;0;1
p533;i24;2;0;1
p536;i24;2;1;1
p539;i24;2;1;2
p542;i24;2;0;2
p545;i24;2;0;2
p548;i24;2;1;2
p551;i24;2;0;2
p554;i24;2;0;1
p557;i24;2;0;1
p560;i24;2;1;2
p563;i24;2;0;1
p566;i24;2;0;2
p569;i24;2;0;2
p572;i24;2;1;1
p575;i24;2;1;2
p578;i24;2;0;1
p581;i24;2;1;1
p584;i24;2;1;1
p587;i24;2;1;1
p590;i24;2;1;1
p593;i24;2;0;1
p596;i24;2;0;1
p599;i24;2;0;1
p602;i24;2;1;2
p605;i24;2;0;2
p608;i24;2;0;1
p611;i24;2;1;1
p614;i24;2;1;2
p617;i24;2;1;1
p620;i24;2;0;2
p623;i24;2;1;1
p626;i24;2;0;2
p629;i24;2;1;2
p632;i24;2;1;1
p635;i24;2;0;1
p638;i24;2;0;1
p641;i24;2;1;1
p644;i24;2;0;2
p647;i24;2;1;2
p650;i24;2;0;2
p653;i24;2;1;1
p656;i24;2;1;2
p659;i24;2;0;1
p662;i24;2;0;1
p665;i24;2;1;1
p668;i24;2;0;1
p671;i24;2;0;1
p674;i24;2;1;2
p677;i24;2;1;1
p680;i24;2;0;1
p683;i24;2;0;2
p686;i24;2;0;1
p689;i24;2;0;2
p692;i24;2;1;2
p695;i24;2;0;1
p698;i24;2;1;2
p701;i24;2;0;1
p704;i24;2;1;2
p707;i24;2;0;2
p710;i24;2;1;2
p713;i24;2;1;2
p716;i24;2;0;1
p719;i24;2;1;1
p722;i24;2;0;1
p725;i24;2;1;2
p728;i24;2;0;1
p731;i24;2;1;2
p734;i24;2;1;2
p737;i24;2;1;2
p740;i24;2;0;2
p743;i24;2;1;2
p746;i24;2;1;1
p749;i24;2;1;2
p752;i24;2;0;2
p755;i24;2;0;2
p758;i24;2;0;2
p761;i24;2;1;2
p764;i24;2;1;2
p767;i24;2;0;1
p770;i24;2;1;1
p773;i24;2;1;1
p776;i24;2;0;2
p779;i24;2;0;2
p782;i24;2;1;2
p785;i24;2;1;1
p788;i24;2;1;1
p791;i24;2;0;2
p794;i24;2;0;1
p797;i24;2;0;1
p800;i24;2;1;1
p803;i24;2;1;1
p806;i24;2;0;1
p809;i24;2;0;2
p812;i24;2;0;2
p815;i24;2;1;1
p818;i24;2;1;2
p821;i24;2;1;2
p824;i24;2;1;2
p827;i24;2;0;2
p830;i24;2;1;2
p833;i24;2;1;1
p836;i24;2;1;2
p839;i24;2;1;2
p842;i24;2;1;2
p845;i24;2;0;2
p848;i24;2;0;2
p851;i24;2;1;2
p854;i24;2;1;1
p857;i24;2;0;2
p860;i24;2;1;2
p863;i24;2;0;2
p866;i24;2;1;2
p869;i24;2;1;2
p872;i24;2;0;1
p875;i24;2;0;1
p878;i24;2;1;1
p881;i24;2;1;1
p884;i24;2;1;2
p887;i24;2;0;2
p890;i24;2;0;2
p893;i24;2;1;2
p896;i24;2;1;1
p899;i24;2;0;1
p902;i24;2;0;1
p905;i24;2;1;1
p908;i24;2;1;1
p911;i24;2;0;2
p914;i24;2;0;2
p917;i24;2;1;1
p920;i24;2;0;1
p923;i24;2;0;2
p926;i24;2;1;2
p929;i24;2;1;1
p932;i24;2;0;1
p935;i24;2;1;1
p938;i24;2;0;1
p941;i24;2;1;2
p944;i24;2;1;2
p947;i24;2;0;1
p950;i24;2;1;1
p953;i24;2;0;2
p956;i24;2;1;1
p959;i24;2;0;2
p962;i24;2;0;2
p965;i24;2;0;2
p968;i24;2;0;2
p971;i24;2;1;2
p974;i24;2;1;1
p977;i24;2;1;2
p980;i24;2;1;1
p983;i24;2;0;2
p986;i24;2;0;1
p989;i24;2;0;1
p992;i24;2;0;2
p995;i24;2;0;1
p998;i24;2;0;1
p2;i25;2;1;2
p5;i25;2;1;2
p8;i25;2;0;2
p11;i25;2;0;2
p14;i25;2;0;1
p17;i25;2;1;1
p20;i25;2;0;2
p23;i25;2;1;2
p26;i25;2;0;1
p29;i25;2;1;1
p32;i25;2;0;2
p35;i25;2;0;2
p38;i25;2;0;1
p41;i25;2;1;2
p44;i25;2;0;2
p47;i25;2;1;1
p50;i25;2;0;1
p53;i25;2;0;2
p56;i25;2;1;2
p59;i25;2;1;2
p62;i25;2;1;2
p65;i25;2;1;1
p68;i25;2;1;2
p71;i25;2;0;1
p74;i25;2;0;2
p77;i25;2;1;2
p80;i25;2;0;2
p83;i25;2;1;1
p86;i25;2;1;2
p89;i25;2;0;2
p92;i25;2;0;1
p95;i25;2;1;2
p98;i25;2;1;2
p101;i25;2;0;1
p104;i25;2;1;1
p107;i25;2;1;1
p110;i25;2;0;1
p113;i25;2;0;1
p116;i25;2;1;2
p119;i25;2;0;2
p122;i25;2;0;1
p125;i25;2;1;2
p128;i25;2;0;2
p131;i25;2;0;1
p134;i25;2;0;1
p137;i25;2;1;1
p140;i25;2;1;2
p143;i25;2;1;2
p146;i25;2;1;1
p149;i25;2;0;1
p152;i25;2;0;2
p155;i25;2;1;2
p158;i25;2;1;1
p161;i25;2;1;1
p164;i25;2;1;2
p167;i25;2;1;1
p170;i25;2;1;2
p173;i25;2;1;2
p176;i25;2;1;2
p179;i25;2;0;2
p182;i25;2;1;2
p185;i25;2;1;1
p188;i25;2;0;1
p191;i25;2;0;2
p194;i25;2;0;1
p197;i25;2;0;1
p200;i25;2;0;2
p203;i25;2;0;2
p206;i25;2;1;2
p209;i25;2;1;1
p212;i25;2;0;1
p215;i25;2;0;2
p218;i25;2;0;1
p221;i25;2;0;2
p224;i25;2;1;2
p227;i25;2;0;2
p230;i25;2;0;1
p233;i25;2;0;1
p236;i25;2;1;1
p239;i25;2;1;1
p242;i25;2;0;1
p245;i25;2;0;1
p248;i25;2;0;1
p251;i25;2;0;1
p254;i25;2;0;2
p257;i25;2;1;1
p260;i25;2;0;2
p263;i25;2;0;2
p266;i25;2;0;2
p269;i25;2;1;2
p272;i25;2;1;2
p275;i25;2;1;2
p278;i25;2;0;1
p281;i25;2;1;1
p284;i25;2;1;1
p287;i25;2;0;1
p290;i25;2;1;1
p293;i25;2;1;1
p296;i25;2;0;1
p299;i25;2;0;2
p302;i25;2;1;2
p305;i25;2;0;1
p308;i25;2;0;1
p311;i25;2;0;1
p314;i25;2;1;2
p317;i25;2;1;2
p320;i25;2;1;1
p323;i25;2;1;2
p326;i25;2;0;1
p329;i25;2;0;2
p332;i25;2;1;1
p335;i25;2;0;1
p338;i25;2;0;1
p341;i25;2;0;1
p344;i25;2;0;2
p347;i25;2;1;2
p350;i25;2;0;2
p353;i25;2;1;2
p356;i25;2;0;1
p359;i25;2;1;2
p362;i25;2;1;2
p365;i25;2;1;2
p368;i25;2;1;2
p371;i25;2;0;2
p374;i25;2;0;2
p377;i25;2;0;2
p380;i25;2;1;1
p383;i25;2;0;2
p386;i25;2;1;1
p389;i25;2;1;2
p392;i25;2;1;2
p395;i25;2;1;2
p398;i25;2;0;1
p401;i25;2;1;1
p404;i25;2;1;2
p407;i25;2;0;1
p410;i25;2;0;1
p413;i25;2;1;1
p416;i25;2;0;2
p419;i25;2;0;1
p422;i25;2;1;2
p425;i25;2;1;1
p428;i25;2;0;1
p431;i25;2;0;2
p434;i25;2;0;1
p437;i25;2;0;2
p440;i25;2;1;2
p443;i25;2;1;2
p446;i25;2;1;2
p449;i25;2;1;2
p452;i25;2;0;1
p455;i25;2;1;1
p458;i25;2;0;1
p461;i25;2;0;2
p464;i25;2;1;2
p467;i25;2;0;1
p470;i25;2;0;2
p473;i25;2;0;1
p476;i25;2;1;1
p479;i25;2;0;1
p482;i25;2;0;1
p485;i25;2;0;1
p488;i25;2;0;1
p491;i25;2;1;1
p494;i25;2;0;1
p497;i25;2;1;2
p500;i25;2;0;1
p503;i25;2;0;1
p506;i25;2;0;2
p509;i25;2;1;2
p512;i25;2;1;1
p515;i25;2;0;2
p518;i25;2;1;1
p521;i25;2;1;1
p524;i25;2;1;2
p527;i25;2;0;1
p530;i25;2;1;1
p533;i25;2;1;1
p536;i25;2;0;1
p539;i25;2;0;2
p542;i25;2;1;2
p545;i25;2;0;2
p548;i25;2;0;2
p551;i25;2;1;2
p554;i25;2;0;1
p557;i25;2;0;1
p560;i25;2;1;2
p563;i25;2;1;1
p566;i25;2;0;2
p569;i25;2;1;2
p572;i25;2;0;1
p575;i25;2;0;2
p578;i25;2;1;1
p581;i25;2;0;1
p584;i25;2;0;1
p587;i25;2;1;1
p590;i25;2;1;1
p593;i25;2;1;1
p596;i25;2;1;1
p599;i25;2;1;1
p602;i25;2;1;2
p605;i25;2;0;2
p608;i25;2;0;1
p611;i25;2;0;1
p614;i25;2;1;2
p617;i25;2;1;1
p620;i25;2;0;2
p623;i25;2;1;1
p626;i25;2;0;2
p629;i25;2;0;2
p632;i25;2;0;1
p635;i25;2;1;1
p638;i25;2;0;1
p641;i25;2;1;1
p644;i25;2;1;2
p647;i25;2;1;2
p650;i25;2;0;2
p653;i25;2;0;1
p656;i25;2;1;2
p659;i25;2;1;1
p662;i25;2;0;1
p665;i25;2;1;1
p668;i25;2;0;1
p671;i25;2;1;1
p674;i25;2;0;2
p677;i25;2;1;1
p680;i25;2;0;1
p683;i25;2;0;2
p686;i25;2;1;1
p689;i25;2;0;2
p692;i25;2;1;2
p695;i25;2;1;1
p698;i25;2;1;2
p701;i25;2;0;1
p704;i25;2;0;2
p707;i25;2;1;2
p710;i25;2;0;2
p713;i25;2;0;2
p716;i25;2;0;1
p719;i25;2;0;1
p722;i25;2;0;1
p725;i25;2;1;2
p728;i25;2;0;1
p731;i25;2;1;2
p734;i25;2;1;2
p737;i25;2;0;2
p740;i25;2;0;2
p743;i25;2;1;2
p746;i25;2;1;1
p749;i25;2;1;2
p752;i25;2;0;2
p755;i25;2;0;2
p758;i25;2;0;2
p761;i25;2;0;2
p764;i25;2;0;2
p767;i25;2;0;1
p770;i25;2;1;1
p773;i25;2;1;1
p776;i25;2;0;2
p779;i25;2;0;2
p782;i25;2;0;2
p785;i25;2;0;1
p788;i25;2;0;1
p791;i25;2;0;2
p794;i25;2;0;1
p797;i25;2;1;1
p800;i25;2;0;1
p803;i25;2;0;1
p806;i25;2;0;1
p809;i25;2;0;2
p812;i25;2;0;2
p815;i25;2;1;1
p818;i25;2;0;2
p821;i25;2;1;2
p824;i25;2;1;2
p827;i25;2;0;2
p830;i25;2;1;2
p833;i25;2;0;1
p836;i25;2;1;2
p839;i25;2;0;2
p842;i25;2;1;2
p845;i25;2;1;2
p848;i25;2;0;2
p851;i25;2;1;2
p854;i25;2;0;1
p857;i25;2;1;2
p860;i25;2;1;2
p863;i25;2;1;2
p866;i25;2;1;2
p869;i25;2;1;2
p872;i25;2;1;1
p875;i25;2;1;1
p878;i25;2;0;1
p881;i25;2;1;1
p884;i25;2;1;2
p887;i25;2;0;2
p890;i25;2;0;2
p893;i25;2;0;2
p896;i25;2;1;1
p899;i25;2;0;1
p902;i25;2;0;1
p905;i25;2;0;1
p908;i25;2;1;1
p911;i25;2;0;2
p914;i25;2;1;2
p917;i25;2;1;1
p920;i25;2;1;1
p923;i25;2;1;2
p926;i25;2;1;2
p929;i25;2;0;1
p932;i25;2;0;1
p935;i25;2;1;1
p938;i25;2;0;1
p941;i25;2;0;2
p944;i25;2;1;2
p947;i25;2;0;1
p950;i25;2;0;1
p953;i25;2;1;2
p956;i25;2;1;1
p959;i25;2;0;2
p962;i25;2;0;2
p965;i25;2;1;2
p968;i25;2;1;2
p971;i25;2;0;2
p974;i25;2;0;1
p977;i25;2;1;2
p980;i25;2;0;1
p983;i25;2;0;2
p986;i25;2;0;1
p989;i25;2;0;1
p992;i25;2;1;2
p995;i25;2;0;1
p998;i25;2;1;1
p2;i26;2;0;2
p5;i26;2;1;2
p8;i26;2;0;2
p11;i26;2;0;2
p14;i26;2;0;1
p17;i26;2;1;1
p20;i26;2;0;2
p23;i26;2;0;2
p26;i26;2;0;1
p29;i26;2;1;1
p32;i26;2;0;2
p35;i26;2;1;2
p38;i26;2;1;1
p41;i26;2;1;2
p44;i26;2;1;2
p47;i26;2;1;1
p50;i26;2;0;1
p53;i26;2;0;2
p56;i26;2;0;2
p59;i26;2;1;2
p62;i26;2;0;2
p65;i26;2;1;1
p68;i26;2;0;2
p71;i26;2;1;1
p74;i26;2;0;2
p77;i26;2;1;2
p80;i26;2;1;2
p83;i26;2;1;1
p86;i26;2;0;2
p89;i26;2;0;2
p92;i26;2;0;1
p95;i26;2;0;2
p98;i26;2;1;2
p101;i26;2;0;1
p104;i26;2;0;1
p107;i26;2;1;1
p110;i26;2;1;1
p113;i26;2;0;1
p116;i26;2;0;2
p119;i26;2;0;2
p122;i26;2;0;1
p125;i26;2;1;2
p128;i26;2;0;2
p131;i26;2;0;1
p134;i26;2;1;1
p137;i26;2;1;1
p140;i26;2;0;2
p143;i26;2;0;2
p146;i26;2;0;1
p149;i26;2;1;1
p152;i26;2;0;2
p155;i26;2;1;2
p158;i26;2;1;1
p161;i26;2;1;1
p164;i26;2;1;2
p167;i26;2;0;1
p170;i26;2;1;2
p173;i26;2;0;2
p176;i26;2;0;2
p179;i26;2;1;2
p182;i26;2;1;2
p185;i26;2;1;1
p188;i26;2;1;1
p191;i26;2;0;2
p194;i26;2;0;1
p197;i26;2;1;1
p200;i26;2;0;2
p203;i26;2;0;2
p206;i26;2;0;2
p209;i26;2;0;1
p212;i26;2;1;1
p215;i26;2;1;2
p218;i26;2;1;1
p221;i26;2;1;2
p224;i26;2;0;2
p227;i26;2;1;2
p230;i26;2;0;1
p233;i26;2;0;1
p236;i26;2;0;1
p239;i26;2;1;1
p242;i26;2;1;1
p245;i26;2;0;1
p248;i26;2;1;1
p251;i26;2;1;1
p254;i26;2;0;2
p257;i26;2;1;1
p260;i26;2;0;2
p263;i26;2;1;2
p266;i26;2;0;2
p269;i26;2;0;2
p272;i26;2;1;2
p275;i26;2;0;2
p278;i26;2;0;1
p281;i26;2;0;1
p284;i26;2;0;1
p287;i26;2;1;1
p290;i26;2;1;1
p293;i26;2;1;1
p296;i26;2;0;1
p299;i26;2;0;2
p302;i26;2;1;2
p305;i26;2;1;1
p308;i26;2;1;1
p311;i26;2;1;1
p314;i26;2;0;2
p317;i26;2;0;2
p320;i26;2;0;1
p323;i26;2;1;2
p326;i26;2;0;1
p329;i26;2;0;2
p332;i26;2;0;1
p335;i26;2;0;1
p338;i26;2;0;1
p341;i26;2;1;1
p344;i26;2;0;2
p347;i26;2;0;2
p350;i26;2;0;2
p353;i26;2;1;2
p356;i26;2;0;1
p359;i26;2;1;2
p362;i26;2;1;2
p365;i26;2;0;2
p368;i26;2;1;2
p371;i26;2;0;2
p374;i26;2;0;2
p377;i26;2;1;2
p380;i26;2;1;1
p383;i26;2;0;2
p386;i26;2;0;1
p389;i26;2;1;2
p392;i26;2;0;2
p395;i26;2;0;2
p398;i26;2;0;1
p401;i26;2;1;1
p404;i26;2;1;2
p407;i26;2;0;1
p410;i26;2;0;1
p413;i26;2;0;1
p416;i26;2;0;2
p419;i26;2;1;1
p422;i26;2;0;2
p425;i26;2;0;1
p428;i26;2;1;1
p431;i26;2;1;2
p434;i26;2;1;1
p437;i26;2;1;2
p440;i26;2;1;2
p443;i26;2;0;2
p446;i26;2;1;2
p449;i26;2;0;2
p452;i26;2;0;1
p455;i26;2;1;1
p458;i26;2;0;1
p461;i26;2;0;2
p464;i26;2;1;2
p467;i26;2;0;1
p470;i26;2;1;2
p473;i26;2;0;1
p476;i26;2;1;1
p479;i26;2;0;1
p482;i26;2;0;1
p485;i26;2;1;1
p488;i26;2;0;1
p491;i26;2;1;1
p494;i26;2;0;1
p497;i26;2;1;2
p500;i26;2;0;1
p503;i26;2;1;1
p506;i26;2;0;2
p509;i26;2;1;2
p512;i26;2;1;1
p515;i26;2;1;2
p518;i26;2;1;1
p521;i26;2;1;1
p524;i26;2;0;2
p527;i26;2;1;1
p530;i26;2;1;1
p533;i26;2;0;1
p536;i26;2;1;1
p539;i26;2;1;2
p542;i26;2;0;2
p545;i26;2;1;2
p548;i26;2;0;2
p551;i26;2;0;2
p554;i26;2;0;1
p557;i26;2;0;1
p560;i26;2;1;2
p563;i26;2;1;1
p566;i26;2;0;2
p569;i26;2;0;2
p572;i26;2;0;1
p575;i26;2;0;2
p578;i26;2;0;1
p581;i26;2;1;1
p584;i26;2;0;1
p587;i26;2;1;1
p590;i26;2;0;1
p593;i26;2;1;1
p596;i26;2;0;1
p599;i26;2;1;1
p602;i26;2;0;2
p605;i26;2;0;2
p608;i26;2;0;1
p611;i26;2;0;1
p614;i26;2;0;2
p617;i26;2;0;1
p620;i26;2;1;2
p623;i26;2;1;1
p626;i26;2;1;2
p629;i26;2;1;2
